id,name,latitude,longitude,dpcapacity,online_date
126,Clark St & North Ave,41.911974,-87.631942,15,7/29/2013
51,Clark St & Randolph St,41.88457623,-87.63188991,31,6/17/2013
301,Clark St & Schiller St,41.907993,-87.631501,19,9/19/2013
453,Clark St & Schreiber Ave,41.99925182,-87.67137734,15,5/12/2015
353,Clark St & Touhy Ave,42.01256012,-87.67436712,15,5/18/2015
156,Clark St & Wellington Ave,41.93649682,-87.64753866,15,8/2/2013
325,Clark St & Winnemac Ave,41.973385,-87.668365,19,9/23/2013
340,Clark St & Wrightwood Ave,41.929546,-87.643118,15,10/24/2013
223,Clifton Ave & Armitage Ave,41.918216,-87.656936,15,8/22/2013
253,Clifton Ave & Lawrence Ave,41.968873,-87.658857,15,9/5/2013
170,Clinton St & 18th St,41.85795,-87.640826,15,7/25/2013
66,Clinton St & Lake St,41.885637,-87.641823,23,6/20/2013
77,Clinton St & Madison St,41.882242,-87.641066,31,6/15/2013
103,Clinton St & Polk St (*),41.87146652,-87.64094913,16,5/8/2015
57,Clinton St & Roosevelt Rd,41.86711778,-87.64108796,15,6/17/2013
68,Clinton St & Tilden St,41.875885,-87.640795,23,6/24/2013
91,Clinton St & Washington Blvd,41.88338,-87.64117,31,6/15/2013
138,Clybourn Ave & Division St,41.904613,-87.640552,15,8/5/2013
195,Columbus Dr & Randolph St,41.884728,-87.619521,31,8/10/2013
581,Commercial Ave & 83rd St,41.744607,-87.551201,15,8/18/2016
518,Conservatory Dr & Lake St,41.885502,-87.716866,15,6/2/2016
417,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,19,4/16/2015
271,Cottage Grove Ave & 43rd St,41.816499,-87.606582,11,9/12/2013
336,Cottage Grove Ave & 47th St,41.809855,-87.606755,15,10/17/2013
351,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,10/17/2013
427,Cottage Grove Ave & 63rd St,41.78059901,-87.60611239,19,4/20/2015
429,Cottage Grove Ave & 67th St,41.77372095,-87.60563486,15,4/21/2015
400,Cottage Grove Ave & 71st St,41.76571904,-87.60495971,19,4/21/2015
575,Cottage Grove Ave & 78th St,41.753174,-87.605026,11,7/20/2016
585,Cottage Grove Ave & 83rd St,41.744053,-87.604786,11,7/25/2016
265,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,15,9/17/2013
607,Cuyler Ave & Augusta St,41.898168,-87.783055,11,6/30/2016
81,Daley Center Plaza,41.884241,-87.629634,39,6/13/2013
554,Damen Ave & 51st St,41.800908,-87.674684,11,6/17/2016
561,Damen Ave & 61st St,41.783681,-87.674101,11,6/21/2016
183,Damen Ave & Augusta Blvd,41.899714,-87.677234,15,7/26/2013
310,Damen Ave & Charleston St,41.920082,-87.677855,11,9/20/2013
128,Damen Ave & Chicago Ave,41.895769,-87.67722,15,8/3/2013
163,Damen Ave & Clybourn Ave,41.931931,-87.677856,15,7/29/2013
219,Damen Ave & Cortland St,41.916027,-87.677411,11,8/20/2013
167,Damen Ave & Coulter St,41.8492,-87.67564,11,7/25/2013
124,Damen Ave & Cullerton St,41.855048,-87.675726,15,8/3/2013
130,Damen Ave & Division St,41.90331,-87.67695,15,7/26/2013
464,Damen Ave & Foster Ave,41.9756148,-87.67945904,15,5/13/2015
557,Damen Ave & Garfield Blvd,41.794587,-87.674254,11,6/20/2016
214,Damen Ave & Grand Ave,41.89122,-87.67686,15,8/16/2013
242,Damen Ave & Leland Ave,41.967094,-87.679028,15,8/22/2013
215,Damen Ave & Madison St,41.88137,-87.67493,15,8/15/2013
228,Damen Ave & Melrose Ave,41.9406,-87.6785,11,8/20/2013
546,Damen Ave & Pershing Rd,41.823192,-87.676597,11,6/16/2016
69,Damen Ave & Pierce Ave,41.90939601,-87.67769193,19,6/24/2013
316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,19,9/25/2013
162,Damen Ave & Wellington Ave,41.93588,-87.67842,15,7/25/2013
60,Dayton St & North Ave,41.91057803,-87.64942193,19,6/18/2013
140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,19,8/1/2013
37,Dearborn St & Adams St,41.87935636,-87.62979104,19,6/16/2013
110,Dearborn St & Erie St,41.893992,-87.629318,23,8/1/2013
49,Dearborn St & Monroe St,41.88131982,-87.62952092,27,6/16/2013
107,Desplaines St & Jackson Blvd,41.878287,-87.643909,23,4/25/2015
56,Desplaines St & Kinzie St,41.88871604,-87.64444785,27,6/17/2013
96,Desplaines St & Randolph St,41.88461619,-87.64457058,23,4/25/2015
600,Dodge Ave & Church St,42.048308,-87.698224,15,6/29/2016
416,Dorchester Ave & 49th St,41.805772,-87.592464,15,4/16/2015
428,Dorchester Ave & 63rd St,41.78040565,-87.59141599,15,4/20/2015
489,Drake Ave & Addison St,41.94678185,-87.71642152,23,5/13/2015
503,Drake Ave & Fullerton Ave,41.92439882,-87.71544104,15,5/1/2015
479,Drake Ave & Montrose Ave,41.96115408,-87.71656907,11,5/5/2015
6,Dusable Harbor,41.88504199,-87.61279454,31,4/24/2015
422,DuSable Museum,41.79156801,-87.60785218,15,7/7/2015
617,East Ave & Garfield St,41.871312,-87.788938,19,6/27/2016
614,East Ave & Madison St,41.880113,-87.789247,15,6/28/2016
523,Eastlake Ter & Rogers Ave,42.021019,-87.665086,15,7/7/2016
431,Eberhart Ave & 61st St,41.78414169,-87.61330783,15,4/20/2015
86,Eckhart Park,41.89637337,-87.66098386,15,6/26/2013
553,Elizabeth St & 47th St,41.80839,-87.656526,11,6/16/2016
418,Ellis Ave & 53rd St,41.79933626,-87.60095811,11,4/17/2015
420,Ellis Ave & 55th St,41.79430062,-87.60144977,19,4/17/2015
328,Ellis Ave & 58th St,41.788746,-87.601334,15,9/25/2013
426,Ellis Ave & 60th St,41.78509715,-87.60107276,19,4/17/2015
584,Ellis Ave & 83rd St,41.744123,-87.599034,15,7/25/2016
598,Elmwood Ave & Austin St,42.025784,-87.684107,15,7/1/2016
315,Elston Ave & Wabansia Ave,41.912919,-87.664169,23,9/21/2013
207,Emerald Ave & 28th St,41.84358,-87.645368,15,8/15/2013
339,Emerald Ave & 31st St,41.838198,-87.645143,11,9/28/2013
570,Evans Ave & 75th St,41.758308,-87.606685,11,6/23/2016
580,Exchange Ave & 79th St,41.751731,-87.552812,15,7/20/2016
24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,15,6/21/2013
436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,15,4/27/2015
41,Federal St & Polk St,41.87207763,-87.62954377,19,4/25/2015
7,Field Blvd & South Water St,41.88634906,-87.61751655,19,4/18/2015
97,Field Museum,41.865312,-87.617867,43,6/26/2013
89,Financial Pl & Congress Pkwy,41.87500913,-87.63310582,31,5/8/2015
606,Forest Ave & Chicago Ave,41.894071,-87.800367,19,7/6/2016
609,Forest Ave & Lake St,41.88891,-87.800255,15,6/30/2016
150,Fort Dearborn Dr & 31st St,41.838556,-87.608218,15,7/23/2013
471,Francisco Ave & Foster Ave,41.97563273,-87.70141944,15,5/14/2015
31,Franklin St & Chicago Ave,41.896776,-87.635633,23,6/22/2013
36,Franklin St & Jackson Blvd,41.87770796,-87.63532114,31,6/15/2013
164,Franklin St & Lake St,41.885837,-87.6355,23,8/3/2013
287,Franklin St & Monroe St,41.880317,-87.635185,27,9/13/2013
286,Franklin St & Quincy St,41.878724,-87.634793,23,9/14/2013
447,Glenwood Ave & Morse Ave,42.00797192,-87.66550239,15,5/15/2015
525,Glenwood Ave & Touhy Ave,42.012701,-87.666058,15,7/7/2016
198,Green St & Madison St,41.881892,-87.648789,19,8/10/2013
112,Green St & Randolph St,41.883668,-87.64867,15,7/29/2013
319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,15,9/26/2013
188,Greenview Ave & Fullerton Ave,41.92533,-87.6658,15,7/29/2013
520,Greenview Ave & Jarvis Ave,42.015962,-87.66857,23,7/7/2016
252,Greenwood Ave & 47th St,41.809835,-87.599383,15,8/27/2013
576,Greenwood Ave & 79th St,41.751294,-87.597552,15,7/20/2016
202,Halsted St & 18th St,41.857499,-87.646277,15,8/15/2013
135,Halsted St & 21st St,41.85378,-87.64665,11,7/24/2013
279,Halsted St & 35th St (*),41.830661,-87.647172,16,9/13/2013
262,Halsted St & 37th St,41.827059,-87.64572,11,10/1/2013
411,Halsted St & 47th Pl,41.80813391,-87.64561655,11,4/15/2015
384,Halsted St & 51st St,41.80183164,-87.6452139,15,4/15/2015
386,Halsted St & 56th St,41.79292965,-87.64499006,15,4/15/2015
593,Halsted St & 59th St,41.787539,-87.644874,11,6/21/2016
388,Halsted St & 63rd St,41.77938114,-87.64462081,15,4/21/2015
391,Halsted St & 69th St,41.76906172,-87.64461358,15,4/21/2015
206,Halsted St & Archer Ave,41.847203,-87.646795,15,8/14/2013
331,Halsted St & Blackhawk St (*),41.908537,-87.648627,20,9/28/2013
225,Halsted St & Dickens Ave,41.919936,-87.64883,15,8/19/2013
332,Halsted St & Diversey Pkwy,41.933666,-87.648959,23,9/28/2013
282,Halsted St & Maxwell St,41.864883,-87.647071,15,9/13/2013
365,Halsted St & North Branch St,41.89936844,-87.64847988,15,5/16/2015
108,Halsted St & Polk St,41.87184,-87.64664,19,8/6/2013
55,Halsted St & Roosevelt Rd,41.867324,-87.648625,23,6/17/2013
299,Halsted St & Roscoe St,41.94367,-87.64895,15,9/19/2013
224,Halsted St & Willow St,41.913778,-87.64884,19,8/22/2013
349,Halsted St & Wrightwood Ave,41.929143,-87.649077,15,10/28/2013
220,Hampden Ct & Diversey Pkwy,41.93262,-87.642385,23,8/19/2013
425,Harper Ave & 59th St,41.78794281,-87.58831517,15,4/17/2015
261,Hermitage Ave & Polk St,41.871514,-87.669886,15,9/5/2013
551,Hoyne Ave & 47th St,41.808227,-87.67718,11,6/17/2016
507,Humboldt Blvd & Armitage Ave,41.91751339,-87.70180896,19,5/1/2015
372,Humboldt Dr & Luis Munoz Marin Dr,41.900146,-87.702882,15,4/30/2015
608,Humphrey Ave & Ontario St,41.890491,-87.776842,11,6/30/2016
147,Indiana Ave & 26th St,41.845435,-87.622176,15,7/23/2013
272,Indiana Ave & 31st St,41.838842,-87.621857,11,9/12/2013
201,Indiana Ave & 40th St,41.82168,-87.6216,15,8/14/2013
255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,31,9/5/2013
73,Jefferson St & Monroe St,41.880422,-87.642746,19,6/27/2013
352,Jeffery Blvd & 67th St,41.77351755,-87.57714283,15,4/22/2015
11,Jeffery Blvd & 71st St,41.76663824,-87.57645011,11,4/22/2015
395,Jeffery Blvd & 76th St,41.75712007,-87.57583936,15,4/23/2015
439,Kedzie Ave & 21st St,41.85353363,-87.70507303,15,4/28/2015
441,Kedzie Ave & 24th St,41.84819094,-87.70541375,15,4/29/2015
494,Kedzie Ave & Bryn Mawr Ave,41.98239708,-87.70892252,15,5/18/2015
373,Kedzie Ave & Chicago Ave,41.8954653,-87.70612788,15,4/29/2015
470,Kedzie Ave & Foster Ave,41.975672,-87.709261,15,5/6/2015
433,Kedzie Ave & Harrison St,41.87359967,-87.70487075,15,4/28/2015
377,Kedzie Ave & Lake St,41.88460329,-87.70630374,19,4/29/2015
476,Kedzie Ave & Leland Ave,41.96668636,-87.70805198,15,5/5/2015
260,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,27,9/17/2013
290,Kedzie Ave & Palmer Ct,41.921525,-87.707322,15,10/9/2013
435,Kedzie Ave & Roosevelt Rd,41.86649278,-87.70649618,15,4/28/2015
537,Kenton Ave & Madison St,41.880708,-87.741018,15,6/10/2016
619,Keystone Ave & Fullerton Ave,41.924361,-87.727752,15,7/12/2016
495,Keystone Ave & Montrose Ave,41.96110802,-87.7289701,15,5/16/2015
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,15,7/19/2016
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,23,9/22/2016
497,Kimball Ave & Belmont Ave,41.939398,-87.711561,23,5/2/2015
322,Kimbark Ave & 53rd St,41.799568,-87.594747,19,9/21/2013
74,Kingsbury St & Erie St,41.893882,-87.641711,23,6/14/2013
133,Kingsbury St & Kinzie St,41.88917683,-87.63850577,27,4/25/2015
592,Knox Ave & Montrose Ave,41.960631,-87.745359,15,7/12/2016
499,Kosciuszko Park,41.93058537,-87.72377736,15,5/1/2015
545,Kostner Ave & Adams St,41.877917,-87.735737,15,6/15/2016
536,Kostner Ave & Lake St,41.885928,-87.73541,15,6/13/2016
406,Lake Park Ave & 35th St,41.83127424,-87.60879919,19,4/14/2015
267,Lake Park Ave & 47th St,41.809443,-87.591875,15,9/17/2013
419,Lake Park Ave & 53rd St,41.79949429,-87.5864499,15,4/16/2015
345,Lake Park Ave & 56th St,41.793242,-87.587782,19,10/9/2013
334,Lake Shore Dr & Belmont Ave,41.940775,-87.639192,19,9/27/2013
329,Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625,15,9/25/2013
76,Lake Shore Dr & Monroe St,41.880958,-87.616743,39,6/24/2013
268,Lake Shore Dr & North Blvd,41.911722,-87.626804,39,9/12/2013
99,Lake Shore Dr & Ohio St,41.89257,-87.614492,19,7/15/2013
157,Lake Shore Dr & Wellington Ave,41.936669,-87.636794,15,8/1/2013
459,Lakefront Trail & Bryn Mawr Ave,41.9840367,-87.65231047,19,5/11/2015
313,Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,19,9/20/2013
543,Laramie Ave & Gladys Ave,41.875806,-87.755285,15,6/14/2016
530,Laramie Ave & Kinzie St,41.887832,-87.755527,15,6/13/2016
540,Laramie Ave & Madison St,41.880207,-87.755337,15,6/14/2016
288,Larrabee St & Armitage Ave,41.918084,-87.643749,11,9/13/2013
359,Larrabee St & Division St,41.90348607,-87.64335349,19,5/2/2015
48,Larrabee St & Kingsbury St,41.897764,-87.642884,35,6/16/2013
28,Larrabee St & Menomonee St,41.91468,-87.64332,15,6/22/2013
27,Larrabee St & North Ave,41.91021,-87.6435,19,6/22/2013
364,Larrabee St & Oak St,41.90021949,-87.64298547,15,5/2/2015
144,Larrabee St & Webster Ave,41.921822,-87.64414,15,8/2/2013
40,LaSalle St & Adams St,41.87934437,-87.63198522,15,4/25/2015
181,LaSalle St & Illinois St,41.890749,-87.63206,31,7/21/2013
283,LaSalle St & Jackson Blvd,41.87817,-87.631985,31,9/14/2013
98,LaSalle St & Washington St,41.882664,-87.63253,15,7/15/2013
440,Lawndale Ave & 23rd St,41.84988195,-87.71700039,15,5/7/2015
492,Leavitt St & Addison St,41.94702904,-87.68336721,15,5/13/2015
9,Leavitt St & Archer Ave,41.82879202,-87.68060446,19,4/14/2015
309,Leavitt St & Armitage Ave,41.917805,-87.682437,11,9/20/2013
311,Leavitt St & Lawrence Ave,41.968885,-87.684001,19,9/20/2013
213,Leavitt St & North Ave,41.910153,-87.68229,15,8/16/2013
330,Lincoln Ave & Addison St,41.946176,-87.673308,19,9/26/2013
298,Lincoln Ave & Belle Plaine Ave,41.955927,-87.679259,15,10/1/2013
131,Lincoln Ave & Belmont Ave,41.939365,-87.668385,15,9/23/2013
152,Lincoln Ave & Diversey Pkwy,41.932225,-87.658617,15,7/29/2013
127,Lincoln Ave & Fullerton Ave,41.925905,-87.64926,15,10/29/2013
243,Lincoln Ave & Leavitt St,41.962391,-87.684146,15,8/22/2013
230,Lincoln Ave & Roscoe St,41.94334,-87.67097,19,8/20/2013
257,Lincoln Ave & Waveland Ave,41.94911,-87.675112,15,9/9/2013
472,Lincoln Ave & Winona St,41.9749113,-87.69250256,15,5/6/2015
258,Logan Blvd & Elston Ave,41.930584,-87.685126,19,9/9/2013
618,Lombard Ave & Garfield St,41.870699,-87.778797,19,6/27/2016
615,Lombard Ave & Madison St,41.87981,-87.779425,15,6/28/2016
366,Loomis St & Archer Ave,41.84163254,-87.65743495,15,4/13/2015
146,Loomis St & Jackson Blvd,41.877945,-87.662007,11,7/28/2013
320,Loomis St & Lexington St,41.872187,-87.661501,15,9/21/2013
19,Loomis St & Taylor St (*),41.869417,-87.660996,16,6/21/2013
477,Manor Ave & Leland Ave,41.96631753,-87.70108268,11,5/5/2015
455,Maplewood Ave & Peterson Ave,41.99023603,-87.69336964,15,5/12/2015
465,Marine Dr & Ainslie St,41.9716,-87.650154,23,7/17/2015
610,Marion St & South Blvd,41.88681,-87.80287,19,6/30/2016
549,Marshfield Ave & 44th St,41.813996,-87.666589,11,6/16/2016
560,Marshfield Ave & 59th St,41.786833,-87.666215,11,6/20/2016
58,Marshfield Ave & Cortland St,41.916017,-87.668879,23,6/18/2013
544,Mason Ave & Madison St,41.87998,-87.773264,15,6/14/2016
567,May St & 69th St,41.768938,-87.652934,11,6/21/2016
171,May St & Cullerton St,41.855136,-87.654127,11,7/25/2013
217,May St & Fulton St,41.886773,-87.656001,15,8/16/2013
88,May St & Randolph St,41.88397,-87.655688,15,6/27/2013
22,May St & Taylor St,41.8694821,-87.6554864,15,6/21/2013
142,McClurg Ct & Erie St,41.894503,-87.617854,31,5/8/2015
26,McClurg Ct & Illinois St,41.89102,-87.6173,31,6/22/2013
62,McCormick Place,41.85137517,-87.61883465,27,6/18/2013
168,Michigan Ave & 14th St,41.864059,-87.623727,19,8/3/2013
273,Michigan Ave & 18th St,41.857813,-87.62455,23,9/12/2013
2,Michigan Ave & Balbo Ave,41.872638,-87.623979,35,5/8/2015
45,Michigan Ave & Congress Pkwy,41.876243,-87.624426,15,6/16/2013
284,Michigan Ave & Jackson Blvd,41.87785,-87.62408,23,9/14/2013
52,Michigan Ave & Lake St,41.886024,-87.624117,31,6/17/2013
197,Michigan Ave & Madison St,41.882134,-87.625125,19,8/10/2013
85,Michigan Ave & Oak St,41.90096039,-87.62377664,23,6/21/2013
25,Michigan Ave & Pearson St,41.89766,-87.62351,23,6/22/2013
43,Michigan Ave & Washington St,41.88389277,-87.62464914,43,6/16/2013
145,Mies van der Rohe Way & Chestnut St,41.89858665,-87.62191523,19,5/8/2015
173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,15,8/1/2013
443,Millard Ave & 26th St,41.84456685,-87.71591031,15,4/29/2015
90,Millennium Park,41.8810317,-87.62408432,35,6/16/2013
589,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,15,7/12/2016
222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,19,8/22/2013
158,Milwaukee Ave & Wabansia Ave,41.912616,-87.681391,15,7/26/2013
237,MLK Jr Dr & 29th St,41.842052,-87.617,15,8/21/2013
200,MLK Jr Dr & 47th St,41.809851,-87.616279,11,8/14/2013
421,MLK Jr Dr & 56th St (*),41.79342946,-87.61585326,16,4/20/2015
430,MLK Jr Dr & 63rd St,41.78008064,-87.61594286,15,4/21/2015
586,MLK Jr Dr & 83rd St,41.743116,-87.6148,11,7/25/2016
179,MLK Jr Dr & Oakwood Blvd,41.82256,-87.61615,15,7/24/2013
484,Monticello Ave & Irving Park Rd,41.95400484,-87.71912818,15,5/6/2015
249,Montrose Harbor,41.963982,-87.638181,31,8/26/2013
137,Morgan Ave & 14th Pl,41.862378,-87.651062,15,7/31/2013
